YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2018,Boyne,BEEF,F,1574,7587,35569,11714,42924,6581,7928,1481
2017,Nore,DAIRY,C,0,0,0,0,111,448,23136,93916
2020,Nore,DAIRY,F,400,1362,32801,1669,29279,1328,3594,617
2017,Inny,BEEF,C,0,0,0,1,89,269,2146,29682
2015,Ilen,DAIRY,C,0,0,0,0,17,109,3781,19477
2016,Ilen,BEEF,C,0,0,0,0,14,96,589,6482
2015,Ilen,BEEF,C,0,0,0,0,14,96,583,6465
2020,Inny,DAIRY,C,0,0,0,0,33,173,3994,18851
2019,Doonbeg,DAIRY,F,13,23,1474,40,1410,39,305,73
2016,Doonbeg,DAIRY,F,3,21,1422,31,1333,25,311,68
2016,Inny,DAIRY,F,152,487,5380,637,5860,441,863,220
2014,Ilen,BEEF,F,227,968,4391,829,2733,373,456,205
2016,Doonbeg,DAIRY,C,0,0,0,0,3,6,1046,5839
2018,Moy,DAIRY,F,120,259,2533,338,2251,330,515,232
2016,Dargle,DAIRY,F,4,16,340,18,127,6,13,2
2014,Dargle,DAIRY,F,2,0,315,4,112,2,8,0
2020,Vartry,DAIRY,F,16,153,362,146,442,99,46,23
2017,Vartry,DAIRY,F,16,104,192,107,242,92,45,22
2017,Doonbeg,BEEF,F,132,484,3035,469,1784,219,442,147
2015,Doonbeg,BEEF,F,132,450,3007,460,1732,216,441,147
2019,Doonbeg,BEEF,C,0,0,0,0,7,33,381,5753
2016,Doonbeg,BEEF,C,0,0,0,0,7,28,379,5712
2018,Vartry,DAIRY,C,0,0,0,0,3,72,263,1358
2017,Currane,BEEF,C,0,0,0,0,0,9,60,1280
2014,Currane,BEEF,C,0,0,0,0,0,9,53,1180
2018,Dodder,BEEF,C,0,0,0,0,2,3,53,541
2020,Dodder,BEEF,F,29,93,295,106,261,57,73,8
2016,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2014,Dargle,DAIRY,C,0,0,0,0,0,2,36,179
2020,Dodder,DAIRY,C,0,0,0,0,1,10,41,312
2019,Dodder,DAIRY,C,0,0,0,0,1,10,32,231
2018,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2014,Gweebarra,DAIRY,F,0,0,2,0,4,2,0,0
2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,94
2017,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2016,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2019,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2014,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2016,Boyne,BEEF,M,1581,7402,34460,9742,33010,4883,7625,2889
2019,Nore,BEEF,M,1724,7666,44097,10677,44291,4232,4676,2595
2015,Nore,BEEF,M,1692,7471,43552,10517,43927,4169,4654,2572
2017,Inny,BEEF,M,703,3670,16306,4654,14996,2077,2832,1430
2020,Boyne,DAIRY,M,782,2280,8917,2963,8257,1306,1382,349
2017,Boyne,DAIRY,M,780,2276,8369,2800,7797,1268,1375,340
2014,Moy,BEEF,M,776,3600,16912,3246,10637,1016,1107,1273
2019,Inny,DAIRY,M,118,221,2143,336,2034,213,336,83
2017,Inny,DAIRY,M,147,246,2163,403,2141,238,338,91
2015,Gweebarra,BEEF,M,27,70,126,30,49,2,9,16
2020,Doonbeg,BEEF,M,148,525,2981,444,1781,129,235,300
2018,Doonbeg,BEEF,M,148,524,2986,417,1748,126,234,288
2015,Dodder,BEEF,M,12,58,110,51,94,18,9,23
2014,Dodder,DAIRY,M,0,2,34,6,14,7,0,0
2020,Erriff,BEEF,M,12,42,182,50,115,2,4,21
2015,Currane,BEEF,M,23,181,187,43,53,11,14,34
2018,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2015,Boyne,DAIRY,C,0,0,0,0,98,1460,11046,61310
2014,Nore,DAIRY,F,407,1372,31760,1627,28192,1303,3425,651
2018,Nore,BEEF,F,1676,7358,40082,10145,35202,4159,4023,1298
2016,Nore,BEEF,F,1642,7285,39654,10028,35045,4141,4009,1333
2015,Inny,BEEF,F,722,3318,15289,4530,16138,2624,3213,702
2014,Inny,BEEF,F,722,3288,15072,4493,16181,2617,3164,705
2017,Ilen,DAIRY,C,0,0,0,0,17,109,3802,19604
2018,Ilen,DAIRY,C,0,0,0,0,17,109,3783,19504
2014,Ilen,DAIRY,C,0,0,0,0,17,109,3899,19921
2017,Inny,DAIRY,C,0,0,0,0,27,198,4278,19506
2018,Inny,DAIRY,C,0,0,0,0,27,192,4080,19309
2020,Boyne,DAIRY,F,905,3614,16149,4274,15802,2979,3006,1057
2019,Boyne,DAIRY,F,900,3578,16052,4223,15757,2967,3002,1054
2017,Inny,DAIRY,F,148,494,5245,651,5697,444,868,223
2015,Boyne,DAIRY,F,888,3641,15272,4360,15069,2935,2926,1065
2014,Boyne,DAIRY,F,889,3586,15499,4346,15403,2945,2998,1082
2014,Doonbeg,DAIRY,F,3,22,1408,31,1304,25,310,70
2015,Inny,DAIRY,F,143,463,5291,626,5805,428,836,210
2018,Moy,BEEF,F,771,3409,18868,4166,15097,2118,4050,974
2017,Moy,BEEF,F,778,3417,18856,4163,15059,2106,4049,972
2014,Doonbeg,DAIRY,C,0,0,0,0,3,6,1033,5864
2015,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2020,Gweebarra,BEEF,F,18,70,230,79,132,38,71,21
2017,Ilen,DAIRY,F,70,339,5127,414,4835,344,656,162
2014,Inny,DAIRY,C,0,0,0,0,26,179,4086,19138
2016,Dargle,BEEF,C,0,0,0,0,3,15,76,1109
2015,Dargle,BEEF,C,0,0,0,0,3,15,78,1103
2019,Doonbeg,BEEF,F,132,479,3036,472,1751,216,443,146
2014,Doonbeg,BEEF,F,129,478,2982,487,1695,218,447,149
2018,Doonbeg,BEEF,C,0,0,0,0,7,33,387,5784
2019,Vartry,DAIRY,C,0,0,0,0,2,61,218,1196
2016,Vartry,DAIRY,C,0,0,0,0,3,62,230,1257
2014,Vartry,DAIRY,C,0,0,0,0,3,62,228,1291
2019,Currane,BEEF,F,33,198,321,116,151,62,51,30
2019,Moy,DAIRY,C,0,0,0,0,3,81,1613,9609
2017,Dargle,BEEF,F,27,158,544,168,498,71,133,27
2017,Vartry,BEEF,F,58,371,1046,362,899,143,98,43
2015,Vartry,BEEF,F,58,374,1074,361,910,132,86,42
2017,Gweebarra,BEEF,C,0,0,0,0,2,10,30,693
2016,Gweebarra,BEEF,C,0,0,0,0,2,10,30,693
2017,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2018,Erriff,BEEF,F,5,41,235,45,145,13,51,20
2015,Erriff,BEEF,F,5,40,226,40,123,17,50,20
2014,Erriff,BEEF,F,5,40,220,42,113,13,49,20
2018,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2020,Erriff,DAIRY,F,0,0,0,0,1,0,0,0
2020,Nore,DAIRY,M,456,1411,27134,2773,24257,1102,1927,240
2015,Nore,DAIRY,M,456,1436,26052,2562,22634,1079,1889,256
2014,Nore,BEEF,M,1695,7520,43927,10718,44064,4234,4749,2570
2016,Inny,BEEF,M,685,3644,16134,4603,14769,2072,2789,1404
2019,Ilen,DAIRY,M,80,167,1528,213,1210,66,105,45
2017,Ilen,DAIRY,M,80,167,1502,214,1189,66,105,45
2016,Ilen,DAIRY,M,80,170,1482,215,1179,66,104,47
2015,Ilen,DAIRY,M,80,170,1514,214,1198,66,104,47
2016,Moy,DAIRY,M,161,234,1508,251,830,123,195,41
2014,Inny,DAIRY,M,138,214,1910,409,1933,216,320,90
2017,Doonbeg,DAIRY,M,0,17,885,16,537,17,100,20
2014,Ilen,BEEF,M,252,911,4583,727,2735,246,375,404
2018,Gweebarra,BEEF,M,29,83,135,35,52,4,10,19
2019,Dargle,BEEF,M,20,141,556,97,301,32,48,54
2017,Dodder,BEEF,M,12,58,110,51,103,18,10,23
2016,Dodder,BEEF,M,12,58,110,51,103,18,10,23
2016,Dargle,DAIRY,M,1,2,56,7,20,19,3,0
2015,Dodder,DAIRY,M,0,2,41,6,14,7,0,0
2014,Erriff,DAIRY,M,0,0,9,5,77,0,0,0
2018,Currane,BEEF,M,23,192,190,43,55,11,15,37
2014,Currane,BEEF,M,23,174,169,42,46,11,14,35
2017,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2016,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2015,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2017,Boyne,BEEF,C,0,0,0,2,174,627,4353,51891
2018,Moy,BEEF,C,0,0,0,0,77,268,2939,41920
2015,Moy,BEEF,C,0,0,0,0,78,265,2878,41383
2016,Nore,BEEF,C,0,0,0,0,141,704,4951,50493
2016,Nore,DAIRY,C,0,0,0,0,112,451,22741,93233
2020,Boyne,DAIRY,C,0,0,0,0,106,1387,11671,63016
2017,Boyne,DAIRY,C,0,0,0,0,98,1370,11326,61572
2017,Nore,DAIRY,F,403,1389,32424,1674,28820,1332,3529,625
2016,Nore,DAIRY,F,402,1442,32047,1686,28584,1336,3466,650
2019,Nore,BEEF,F,1668,7361,40150,10207,35320,4183,4002,1288
2019,Doonbeg,BEEF,F,114,561,2850,403,1722,255,497,169
2014,Doonbeg,BEEF,F,114,554,2865,411,1703,271,503,166
2017,Dargle,BEEF,F,31,134,574,137,394,80,122,37
2015,Boyne,DAIRY,F,977,3633,15755,4307,15273,2424,2644,1052
2014,Boyne,DAIRY,F,982,3591,16006,4235,15330,2397,2708,1078
2014,Nore,DAIRY,F,409,1441,33191,1625,29892,1069,3379,700
2020,Boyne,DAIRY,F,1020,3627,16552,4338,16421,2448,2809,1021
2019,Boyne,DAIRY,F,1000,3583,16557,4294,16284,2428,2798,1022
2017,Ilen,DAIRY,F,65,344,4998,422,4595,297,651,170
2017,Vartry,BEEF,F,62,284,922,320,976,152,165,24
2015,Vartry,BEEF,F,58,282,973,333,997,150,160,26
2019,Currane,BEEF,F,28,195,309,103,223,76,66,24
2018,Erriff,BEEF,F,10,52,326,28,148,20,43,13
2014,Erriff,BEEF,F,7,38,290,25,125,18,37,14
2015,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2014,Doonbeg,DAIRY,F,6,11,1394,20,1286,30,305,75
2020,Gweebarra,BEEF,F,6,88,214,53,119,35,53,32
2015,Erriff,BEEF,F,7,39,289,23,148,19,39,13
2017,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2020,Erriff,DAIRY,F,0,0,1,0,0,0,0,0
2019,Erriff,DAIRY,F,0,0,1,0,0,0,0,0
2016,Inny,BEEF,M,631,3461,15449,4459,14995,1716,2772,1506
2014,Nore,BEEF,M,1548,7385,42227,9094,41543,4038,4821,2834
2014,Ilen,BEEF,M,304,1067,4996,747,2797,250,359,470
2017,Doonbeg,DAIRY,M,3,13,995,25,647,9,94,27
2020,Nore,DAIRY,M,466,1490,24781,1729,23237,1114,1849,377
2015,Nore,DAIRY,M,480,1439,23843,1695,22185,1015,1777,382
2018,Gweebarra,BEEF,M,16,85,178,20,46,8,10,24
2019,Dargle,BEEF,M,28,116,534,112,338,50,54,57
2017,Dodder,BEEF,M,20,58,145,34,68,39,30,28
2016,Dodder,BEEF,M,20,58,145,34,68,39,30,28
2016,Moy,DAIRY,M,101,154,1243,199,1055,119,118,58
2018,Currane,BEEF,M,27,207,258,28,58,12,7,41
2014,Currane,BEEF,M,25,189,231,28,45,13,6,38
2014,Inny,DAIRY,M,118,303,1966,280,1697,237,268,129
2016,Dargle,DAIRY,M,0,3,37,4,33,8,4,0
2015,Dodder,DAIRY,M,0,0,4,3,18,6,1,0
2019,Ilen,DAIRY,M,64,199,1415,189,870,66,90,39
2017,Ilen,DAIRY,M,62,197,1400,189,863,66,89,39
2016,Ilen,DAIRY,M,62,197,1396,192,864,67,90,40
2015,Ilen,DAIRY,M,62,197,1389,192,878,67,90,40
2014,Erriff,DAIRY,M,0,0,37,0,100,5,0,0
2017,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2016,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2015,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2018,Erriff,DAIRY,M,0,0,6,0,2,0,0,0
2016,Nore,BEEF,C,0,0,0,0,150,641,4579,48415
2018,Vartry,BEEF,C,0,0,0,0,4,25,185,1625
2015,Vartry,BEEF,C,0,0,0,0,4,23,162,1636
2016,Vartry,BEEF,C,0,0,0,0,4,23,165,1612
2017,Boyne,BEEF,C,0,0,0,3,232,604,3967,49705
2018,Moy,BEEF,C,0,0,0,0,125,275,2784,41434
2015,Moy,BEEF,C,0,0,0,0,124,261,2723,40794
2016,Nore,DAIRY,C,0,0,0,0,116,493,22380,100241
2018,Dargle,BEEF,C,0,0,0,0,9,13,46,1101
2020,Dargle,BEEF,C,0,0,0,0,9,13,46,1102
2020,Boyne,DAIRY,C,0,0,0,1,119,1507,11988,66368
2017,Boyne,DAIRY,C,0,0,0,1,117,1480,11380,64433
2015,Inny,BEEF,C,0,0,0,0,99,253,1944,28155
2017,Doonbeg,BEEF,C,0,0,0,0,24,39,328,5715
2020,Doonbeg,DAIRY,C,0,0,0,0,5,3,1003,6522
2017,Doonbeg,DAIRY,C,0,0,0,0,5,3,942,6088
2019,Gweebarra,BEEF,C,0,0,0,0,2,11,45,749
2015,Gweebarra,BEEF,C,0,0,0,0,2,8,43,685
2019,Nore,BEEF,F,1491,7188,39482,9042,33688,4444,4306,1217
2017,Nore,BEEF,F,1466,7084,39256,8881,33385,4365,4270,1198
2019,Erriff,BEEF,C,0,0,0,0,0,1,23,562
2017,Erriff,BEEF,C,0,0,0,0,0,1,24,591
2014,Erriff,BEEF,C,0,0,0,0,0,1,23,553
2017,Vartry,DAIRY,C,0,0,0,0,3,37,250,1405
2018,Inny,DAIRY,F,181,509,6065,662,6136,400,805,283
2014,Inny,DAIRY,F,185,486,5906,596,6070,407,756,264
2014,Moy,BEEF,F,756,3598,18316,3644,14280,2259,4177,1061
2017,Ilen,BEEF,F,307,1032,4177,782,2698,379,409,204
2016,Ilen,BEEF,F,306,1029,4180,783,2723,374,404,202
2017,Nore,DAIRY,F,421,1488,33658,1649,30962,1087,3364,656
2016,Nore,DAIRY,F,415,1481,33483,1693,30685,1100,3401,688
2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2019,Dodder,BEEF,F,22,65,226,105,238,60,56,14
2014,Dodder,BEEF,F,22,68,201,73,129,48,50,19
2018,Dodder,DAIRY,F,0,1,284,20,109,15,9,2
2018,Dargle,DAIRY,F,5,10,325,40,145,23,11,2
2014,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2016,Erriff,BEEF,F,7,39,303,26,140,20,42,13
2016,Moy,DAIRY,F,117,306,2558,349,2216,274,452,209
2019,Erriff,DAIRY,C,0,0,0,0,0,0,1,2
2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2020,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2015,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2014,Erriff,DAIRY,F,0,0,3,0,0,0,0,0
2018,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2015,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2019,Inny,BEEF,M,678,3612,16073,4551,15411,1758,2774,1514
2015,Moy,BEEF,M,730,3688,15936,3076,11028,1083,1425,1278
2019,Ilen,BEEF,M,316,1083,4691,604,2782,252,356,448
2019,Doonbeg,DAIRY,M,3,19,1003,26,647,9,93,28
2014,Gweebarra,BEEF,M,24,156,594,124,374,28,22,46
2018,Boyne,DAIRY,M,703,1897,7718,2489,8028,1263,1068,374
2015,Vartry,BEEF,M,72,271,906,208,665,113,82,77
2018,Dodder,BEEF,M,20,58,163,34,68,39,32,29
2017,Erriff,BEEF,M,2,49,238,25,51,13,28,14
2015,Erriff,BEEF,M,2,46,205,21,49,13,16,14
2018,Inny,DAIRY,M,107,309,2347,358,2185,215,274,129
2016,Inny,DAIRY,M,118,317,2134,329,1738,220,258,124
2020,Vartry,DAIRY,M,15,39,133,66,57,17,17,4
2015,Vartry,DAIRY,M,15,39,135,62,68,23,20,4
2016,Vartry,DAIRY,M,15,39,135,66,60,24,34,8
2020,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2019,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2016,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2014,Vartry,DAIRY,M,15,23,76,62,66,23,19,5
2020,Vartry,BEEF,C,0,0,0,0,5,38,195,1882
2014,Vartry,BEEF,C,0,0,0,0,3,15,154,1648
2014,Moy,BEEF,C,0,0,0,0,123,259,2705,40672
2019,Moy,BEEF,C,0,0,0,0,128,272,2787,41317
2019,Nore,DAIRY,C,0,0,0,0,122,494,22814,102059
2018,Nore,DAIRY,C,0,0,0,0,122,510,22780,101783
2019,Dodder,BEEF,C,0,0,0,0,2,10,25,602
2019,Boyne,BEEF,C,0,0,0,4,224,598,4057,50249
2016,Inny,BEEF,C,0,0,0,0,97,260,1955,28492
2018,Dodder,DAIRY,C,0,0,0,0,0,1,26,247
2020,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2017,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2018,Moy,DAIRY,C,0,0,0,0,15,61,1398,9912
2020,Ilen,DAIRY,C,0,0,0,0,37,90,3935,20232
2020,Currane,BEEF,C,0,0,0,0,0,11,66,1176
2019,Currane,BEEF,C,0,0,0,0,0,11,66,1175
2015,Currane,BEEF,C,0,0,0,0,0,9,62,1121
2020,Boyne,BEEF,F,1625,7499,36738,11436,43669,6665,8136,1648
2018,Gweebarra,BEEF,C,0,0,0,0,2,11,45,749
2020,Erriff,BEEF,C,0,0,0,0,0,1,23,545
2015,Erriff,BEEF,C,0,0,0,0,0,1,23,565
2016,Boyne,BEEF,F,1541,7301,35301,11167,41365,6436,7755,1594
2019,Inny,BEEF,F,722,3580,16785,4453,16962,2740,3499,813
2017,Inny,BEEF,F,686,3492,16219,4350,16787,2866,3644,840
2016,Inny,BEEF,F,656,3454,16089,4210,16213,2777,3515,832
2015,Moy,BEEF,F,764,3588,18333,3666,14417,2270,4200,1065
2020,Doonbeg,BEEF,F,137,577,2910,408,1741,275,520,176
2018,Doonbeg,BEEF,F,114,563,2928,404,1713,253,499,169
2019,Dargle,BEEF,F,31,136,576,146,395,80,125,34
2016,Boyne,DAIRY,F,996,3646,15982,4321,15554,2438,2686,1040
2015,Ilen,BEEF,F,299,1043,4159,778,2715,374,401,204
2016,Vartry,BEEF,F,62,289,968,326,999,154,173,26
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,42
2018,Currane,BEEF,F,28,194,310,103,223,76,66,23
2015,Currane,BEEF,F,23,194,282,102,223,76,66,25
2017,Erriff,BEEF,F,7,42,314,28,147,20,40,13
2017,Dodder,BEEF,F,22,60,170,75,125,53,48,16
2017,Gweebarra,BEEF,F,5,79,200,49,116,33,52,22
2016,Gweebarra,BEEF,F,5,79,200,49,116,33,52,22
2015,Gweebarra,BEEF,F,5,76,198,48,114,31,52,22
2020,Dodder,DAIRY,F,5,9,60,42,115,21,14,1
2018,Vartry,DAIRY,F,15,126,323,187,411,93,42,26
2015,Vartry,DAIRY,F,15,87,199,139,327,84,33,26
2014,Moy,DAIRY,F,119,307,2426,349,2211,286,455,214
2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2018,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2014,Inny,BEEF,M,638,3388,15205,4409,14775,1712,3002,1496
2020,Boyne,BEEF,M,1705,7321,34001,9845,34576,4793,7534,2906
2017,Boyne,BEEF,M,1672,7152,33473,9365,33180,4723,7422,2893
2015,Boyne,BEEF,M,1614,6916,32706,9211,32928,4675,7406,2842
2020,Nore,BEEF,M,1590,7555,43033,9094,41646,4111,4918,2866
2019,Doonbeg,BEEF,M,126,556,2898,352,1757,166,244,300
2014,Doonbeg,BEEF,M,126,549,2866,381,1706,179,241,298
2016,Ilen,BEEF,M,313,1053,4644,571,2789,249,357,462
2015,Ilen,BEEF,M,298,1061,4559,563,2745,248,358,463
2020,Inny,DAIRY,M,115,313,2380,385,2000,232,286,126
2018,Doonbeg,DAIRY,M,3,18,1060,26,647,9,94,27
2018,Nore,DAIRY,M,484,1490,24787,1745,23226,1093,1834,384
2014,Nore,DAIRY,M,454,1364,23751,1692,22082,966,1804,379
2019,Gweebarra,BEEF,M,17,84,176,20,46,8,10,25
2019,Vartry,BEEF,M,57,244,829,151,634,87,81,71
2020,Vartry,BEEF,M,91,298,1054,237,806,111,95,89
2014,Vartry,BEEF,M,74,266,937,241,724,116,85,73
2017,Moy,DAIRY,M,103,151,1222,204,1053,114,120,59
2017,Dargle,DAIRY,M,0,3,37,4,33,8,4,0
2016,Dodder,DAIRY,M,0,0,19,3,18,6,1,0
2014,Ilen,DAIRY,M,62,196,1394,195,972,68,90,40
2015,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2020,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2018,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2017,Vartry,BEEF,C,0,0,0,0,4,23,165,1594
2014,Boyne,BEEF,C,0,0,0,3,224,578,3884,48778
2020,Moy,BEEF,C,0,0,0,0,128,271,2781,41338
2020,Dodder,BEEF,C,0,0,0,0,2,10,25,664
2016,Dodder,BEEF,C,0,0,0,0,1,10,22,503
2020,Inny,BEEF,C,0,0,0,0,105,260,2020,29121
2014,Boyne,DAIRY,C,0,0,0,1,116,1547,11372,64236
2019,Ilen,BEEF,C,0,0,0,0,23,98,537,6479
2014,Ilen,BEEF,C,0,0,0,0,22,97,543,6434
2020,Doonbeg,BEEF,C,0,0,0,0,24,40,334,5843
2014,Doonbeg,BEEF,C,0,0,0,0,23,38,333,5706
2018,Dargle,DAIRY,C,0,0,0,0,0,1,57,406
2015,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2014,Dodder,DAIRY,C,0,0,0,0,0,1,14,119
2017,Moy,DAIRY,C,0,0,0,0,15,64,1455,10053
2016,Ilen,DAIRY,C,0,0,0,0,37,90,3933,20078
2019,Inny,DAIRY,C,0,0,0,1,28,218,4078,20314
2019,Boyne,BEEF,F,1621,7460,36453,11406,43745,6677,8097,1635
2014,Gweebarra,BEEF,C,0,0,0,0,6,18,90,1594
2015,Nore,BEEF,F,1431,7004,38552,8776,32782,4295,4249,1237
2014,Currane,DAIRY,C,0,0,0,0,0,0,4,30
2016,Erriff,BEEF,C,0,0,0,0,0,1,24,590
2015,Vartry,DAIRY,C,0,0,0,0,3,37,267,1538
2014,Boyne,BEEF,F,1538,7134,34738,10960,40763,6341,7644,1562
2020,Inny,BEEF,F,715,3579,16531,4497,16622,2720,3418,819
2018,Inny,BEEF,F,696,3527,16286,4377,17039,2880,3632,826
2016,Doonbeg,BEEF,F,111,548,2867,389,1706,248,494,167
2016,Dargle,BEEF,F,31,134,574,137,394,80,122,37
2020,Ilen,BEEF,F,309,1029,4171,766,2698,386,401,181
2018,Ilen,BEEF,F,311,1056,4178,799,2707,395,412,207
2018,Nore,DAIRY,F,436,1497,33852,1676,31110,1104,3394,652
2018,Boyne,DAIRY,F,1015,3571,16391,4287,15869,2436,2745,1009
2018,Ilen,DAIRY,F,65,344,5013,421,4575,296,661,169
2019,Vartry,BEEF,F,43,248,893,276,917,127,148,23
2018,Vartry,BEEF,F,62,279,933,314,975,154,163,24
2020,Vartry,BEEF,F,74,309,1023,336,1037,160,164,33
2014,Gweebarra,BEEF,F,12,172,522,116,364,74,136,46
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2020,Erriff,BEEF,F,7,34,229,25,133,19,40,10
2016,Dodder,BEEF,F,22,60,170,75,125,53,48,16
2015,Dodder,BEEF,F,22,60,155,75,120,53,48,15
2017,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2018,Doonbeg,DAIRY,F,6,11,1389,26,1293,30,312,80
2019,Vartry,DAIRY,F,15,119,317,177,361,77,38,26
2016,Vartry,DAIRY,F,15,87,199,139,323,84,33,26
2019,Moy,DAIRY,F,121,309,2515,350,2197,268,439,203
2015,Moy,DAIRY,F,117,306,2510,349,2218,274,452,210
2020,Inny,BEEF,M,677,3594,15792,4538,15047,1720,2764,1494
2018,Inny,BEEF,M,661,3533,15747,4555,15341,1778,2813,1520
2018,Boyne,BEEF,M,1673,7109,33533,9478,33454,4745,7485,2885
2018,Nore,BEEF,M,1585,7520,42763,9040,41584,4119,4935,2875
2017,Doonbeg,BEEF,M,125,557,2926,353,1761,164,241,296
2018,Vartry,BEEF,M,69,266,876,204,716,123,159,81
2019,Boyne,DAIRY,M,700,1977,8112,2644,8614,1301,1076,381
2019,Nore,DAIRY,M,490,1502,24872,1739,23395,1129,1859,384
2020,Dargle,BEEF,M,28,116,538,113,340,50,54,58
2014,Dargle,BEEF,M,28,110,509,110,333,50,49,56
2019,Moy,DAIRY,M,104,148,1280,205,1081,118,118,54
2020,Moy,DAIRY,M,106,153,1328,205,1099,118,109,55
2019,Erriff,BEEF,M,2,48,214,28,60,18,34,13
2019,Currane,BEEF,M,27,209,258,28,58,12,7,41
2018,Dargle,DAIRY,M,8,10,53,16,49,11,4,1
2017,Dodder,DAIRY,M,0,0,19,3,18,6,1,0
2015,Dargle,DAIRY,M,0,3,13,4,33,8,4,0
2018,Ilen,DAIRY,M,62,197,1413,189,865,66,89,39
2020,Erriff,DAIRY,M,0,1,21,110,319,13,3,1
2020,Nore,BEEF,C,0,0,0,0,148,652,4689,48946
2019,Nore,BEEF,C,0,0,0,0,149,654,4692,49038
2015,Nore,BEEF,C,0,0,0,0,147,636,4517,48023
2014,Nore,BEEF,C,0,0,0,0,149,646,4512,48143
2014,Nore,DAIRY,C,0,0,0,0,116,459,22067,99127
2014,Dargle,BEEF,C,0,0,0,0,8,12,41,1039
2019,Boyne,DAIRY,C,0,0,0,1,119,1484,11770,65697
2020,Ilen,BEEF,C,0,0,0,0,23,97,534,6419
2019,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2016,Dodder,DAIRY,C,0,0,0,0,0,1,14,122
2015,Moy,DAIRY,C,0,0,0,0,15,64,1433,9948
2019,Ilen,DAIRY,C,0,0,0,0,37,90,3944,20294
2015,Inny,DAIRY,C,0,0,0,1,29,186,4135,20196
2015,Doonbeg,DAIRY,C,0,0,0,0,4,3,930,6061
2020,Gweebarra,BEEF,C,0,0,0,0,2,11,46,759
2014,Nore,BEEF,F,1458,6985,38647,8715,32548,4161,4239,1233
2015,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2015,Boyne,BEEF,F,1533,7146,34541,10937,40965,6330,7730,1593
2019,Moy,BEEF,F,767,3661,18726,3739,14627,2299,4298,1076
2018,Dargle,BEEF,F,33,145,595,148,396,80,126,37
2019,Nore,DAIRY,F,438,1479,34041,1657,31144,1106,3401,654
2019,Ilen,DAIRY,F,65,344,5036,428,4591,299,676,171
2014,Ilen,DAIRY,F,65,344,5306,427,4767,301,697,188
2017,Currane,BEEF,F,28,220,308,128,223,92,66,23
2016,Currane,BEEF,F,27,195,308,103,224,76,66,24
2019,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2020,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
